,product_id,tag
131,01DTJCEX7H9S5ZQ2MXD019M39N,"['work', 'nightout', 'daytonight', 'weekend']"
132,01DTJBF7B1RD7BNEAVCXFQXTVQ,"['daytonight', 'weekend']"
133,01DTJ8CG3XYDKGWA2BW1MS3FA1,"['daytonight', 'weekend']"
134,01DT5142J2JPTF9R7RX47EMWSW,"['daytonight', 'weekend']"
135,01DTMYKAG6NM4BEJE4FBYE54YK,"['nightout', 'daytonight', 'weekend']"
136,01DT515EJ9DQGX6SQJ2HG0CYQ2,"['workout', 'weekend']"
137,01DT518N0WCC9SBA7XZ7HYKF6S,"['work', 'daytonight', 'weekend']"
138,01DT511FKX6312M3QMY2F4DKS6,"['nightout', 'daytonight', 'weekend']"
139,01DT50ZG1EDPG2JTMEJTP80TJG,"['work', 'daytonight', 'weekend']"
140,01DT510JABF5GJ8FRVWK3S4BAS,"['daytonight', 'weekend']"
141,01DTMYX49S7AAXVRBQ95K0E87T,"['work', 'nightout', 'weekend']"
142,01DTMYX91RFDD33T9T3Q8PE9JB,"['nightout', 'daytonight', 'weekend']"
143,01DTMYXDR0DCA4GFAP4SS3WQDE,['weekend']
144,01DTN28TVMA1EKYZS2DS4QA58S,"['daytonight', 'weekend']"
145,01DPGTHPSYZCNW17PFDX20C2B6,"['work', 'nightout', 'daytonight']"
146,01DSRSF2EYG3KSXBJP45QG6DJ1,['weekend']
147,01DV4G5FF75M2R6EHJAB8EW6Z9,"['daytonight', 'vacation', 'weekend']"
148,01DT0DJRS5AQ5BQBJ1105H0ATS,"['work', 'nightout', 'daytonight', 'weekend']"
149,01DV4GR7FNY3GTQCYE5Y4RC8NS,"['daytonight', 'weekend']"
150,01DV6K7TS195H385X4SSP3JF5H,"['work', 'daytonight', 'weekend']"
151,01DT0DHQ0F6M3HE1WF7FYBGJ6E,"['daytonight', 'weekend']"
152,01DPEEZGRJYX4N4WE78GPM0B2G,"['work', 'daytonight', 'weekend']"
153,01DVA80YRD3A05GQDNZ93TVVVX,"['work', 'nightout', 'weekend']"
154,01DT0DKKBJZDQ078WHZHHDNG43,"['daytonight', 'weekend']"
155,01DV70QZNSQXN1D290CJYTHX8Q,"['daytonight', 'weekend']"
156,01DPGV52E2XTG7PPG8N0PV5K05,"['work', 'daytonight', 'weekend']"
157,01DT0C8PD04G034C1C04BNRX7T,"['daytonight', 'weekend']"
158,01DV90Y567ZVFXWNTNEQ8HMPTX,"['daytonight', 'weekend']"
159,01DV90YR18VZFNJEJCD004AGZ2,"['work', 'daytonight', 'weekend']"
160,01DV90Z6P14Y6EFD6DAHZ9SMS7,"['work', 'nightout', 'daytonight', 'weekend']"
161,01DV95Y2NG5T7ARBX9A5FKMB5S,"['work', 'daytonight', 'weekend']"
162,01DV95YGM68M98H72472KMTVHY,"['work', 'nightout', 'daytonight', 'weekend']"
163,01DVA4W4DFK30Q8VEH6T3W7Q72,"['work', 'daytonight', 'weekend']"
164,01DVA4XSMTZ334M7SPPW0M1EDV,"['daytonight', 'weekend']"
165,01DVA4XY7A0QMMSK3V3SBR52J9,"['daytonight', 'vacation', 'weekend']"
166,01DVA4Y85Y5VZTKZNVEKCTDJXQ,"['work', 'daytonight', 'weekend']"
167,01DVA4YHJQNP81XPB75JBGQ749,"['work', 'daytonight', 'weekend']"
168,01DVA4YVM475BFGHRYN11N4N20,"['work', 'daytonight', 'weekend']"
169,01DVA4ZSA3EN2Z65V5Y9NFJYJG,"['work', 'daytonight', 'weekend']"
170,01DVA50CB97R63HSY8RBS2EHMP,"['work', 'nightout', 'daytonight', 'weekend']"
171,01DVA52ZCSNYK38PN2ZTM6E888,"['work', 'daytonight', 'weekend']"
172,01DVA53EZSEWVSBPRZK8F752P0,"['daytonight', 'weekend']"
173,01DVA54THCXNRKYC0YVMWGYPJ5,"['nightout', 'daytonight', 'weekend']"
174,01DVA558GGAR1BFDYZYR3PJ02N,"['work', 'nightout', 'weekend']"
175,01DVA59VHYAPT4PVX32NXW91G5,"['daytonight', 'weekend']"
176,01DVA5E4P52939W0WTQBTNNJRG,"['work', 'nightout', 'daytonight', 'weekend']"
177,01DVA5EJHRB1JJFSMW8WCZEE9X,"['work', 'daytonight', 'weekend']"
178,01DV95X5VGB6GXP57KQKZ35GNZ,"['daytonight', 'weekend']"
179,01DVA7QRXM928ZM0WWR7HFNTC1,"['work', 'daytonight', 'weekend']"
180,01DT50S8KBY1P8M4PZD48A4HH9,"['work', 'daytonight', 'weekend']"
181,01DT50RYTSF5KF7878GXYA79B8,"['nightout', 'daytonight', 'weekend']"
182,01DVBR1MP53T5FGSAZ4P87K4C4,"['nightout', 'daytonight', 'weekend']"
183,01DVBRNY5VW355NYJBDRB64EP4,"['work', 'daytonight', 'weekend']"
184,01DVBRQA18CNN9MKQSABWZ2M6E,"['work', 'daytonight', 'weekend']"
185,01DVBTBPHR8WJTCVEN5AJRHF47,"['daytonight', 'weekend']"
186,01DT50RMX52H92WSHRAKK1032P,"['daytonight', 'weekend']"
187,01DVBZ7EMDWY6YFMV54PHV3SK2,"['daytonight', 'weekend']"
188,01DVBZSXGKWREK5YYVM4TDD3DV,['weekend']
189,01DVC243XTQAJDHBXC38GCTZHT,"['vacation', 'weekend']"
190,01DVC24CH2536RRHVAQH9SW7GZ,"['daytonight', 'weekend']"
191,01DVC2Z06FMJDF9MR07E0VK7E9,"['work', 'weekend']"
192,01DVC36AVH56D4HX99M9ACQJNJ,"['daytonight', 'weekend']"
193,01DVC3Y9E3T539SP36Q9F7RVV8,"['daytonight', 'weekend']"
194,01DT50W0APCVVFMABDRXAV1ACN,"['daytonight', 'weekend']"
195,01DT0C8KRXN7W5HG5WCND383RP,"['work', 'nightout', 'daytonight', 'weekend']"
196,01DVC4XW6DDV687PWKRVNHF11J,"['vacation', 'weekend']"
197,01DVC5ENP72XWS71VYY3DBJPPW,"['vacation', 'weekend']"
198,01DPCHNEW5F2RHJQ3NJMVPK6SE,"['daytonight', 'weekend']"
199,01DVCQK4P21SPY0PM4SFJJFHT5,"['work', 'daytonight']"
200,01DVCR9QJEJ1DM5H9P1FMRNZFT,"['work', 'nightout', 'daytonight', 'weekend']"
201,01DVCR7W9HS9D92VZ4JXAKCBVT,"['daytonight', 'weekend']"
202,01DVCQVZTAB36XJ652HHG0E0DC,"['daytonight', 'weekend']"
203,01DVCQSH9X343QWPGBXGJB9BFA,"['daytonight', 'weekend']"
204,01DVCRFGGW9248MDR0GX8AEXQS,"['nightout', 'daytonight', 'weekend']"
205,01DVCRYV1MW960D0PHKS4NE7H6,"['daytonight', 'weekend']"
206,01DVCSHP93DTKGXJW2T6CRM0PW,"['work', 'daytonight']"
207,01DVCT2ANYEJBJ8EKD8XJCBB7P,"['work', 'daytonight']"
208,01DVCT7GK5V45YKJSRZB7V2CGX,"['work', 'daytonight', 'weekend']"
209,01DVCTYJVV98RPBPBVQM9TW7ZK,"['daytonight', 'weekend']"
210,01DVCTZAE3B71ADM7TH7ZCJAP7,"['work', 'daytonight', 'weekend']"
211,01DPH1SQFHDA2X9BMJ81N0392Q,"['daytonight', 'vacation', 'weekend']"
212,01DVCV9CS1Y1FDNYBTAPVRZBYW,"['daytonight', 'weekend']"
213,01DS5PNXR24W3WEQE3FZ0B14QY,"['work', 'daytonight', 'weekend']"
214,01DS459SCECENEE1P4C1MZX8BN,"['daytonight', 'weekend']"
215,01DPH12T38C24QM1R846GT6YT2,"['daytonight', 'vacation', 'weekend']"
216,01DS3NBTE3728WW54M4VT90WXB,"['daytonight', 'weekend']"
217,01DS3NV1TVPMHQC6ARCJVCCSXM,"['work', 'daytonight', 'weekend']"
218,01DS1DVBCZ2PXK70KNWRV9R41S,"['work', 'daytonight', 'weekend']"
219,01DPGZE12ES1F9BPJ3T1A6MH6A,"['daytonight', 'weekend']"
220,01DPD8C9XN7MQSHSSTKTCZZN1N,"['daytonight', 'weekend']"
221,01DPETRNK95D68PFASVNTWZDHC,"['daytonight', 'weekend']"
222,01DPESK4FY8GNM431AE3FPSAFY,"['work', 'daytonight', 'weekend']"
223,01DPETPH8KWSV94YXR9GAWAF16,"['work', 'daytonight', 'weekend']"
224,01DPGWYTS97KK213K1QNJV6610,"['daytonight', 'weekend']"
225,01DPH0AP70N5TRAXB35A704EQZ,"['daytonight', 'weekend']"
226,01DPH134V7QPAP0YX0DNH7HCVR,"['daytonight', 'weekend']"
227,01DSED1BQ4AGY9NJ3THKQJN9SN,"['daytonight', 'weekend']"
228,01DPGY192YZ8PK735N905Q9QN5,"['work', 'daytonight', 'weekend']"
229,01DT50JTJZD88B52HPZE9VKM3F,"['work', 'nightout', 'daytonight', 'weekend']"
230,01DPGSTG4M1RXB26QMMN0MPPB8,"['work', 'daytonight', 'weekend']"
231,01DPGVQFN5QGRBNPH3ZEP8TTGB,"['daytonight', 'weekend']"
232,01DPGVQB95XKE259QQ4NQJZSHS,"['daytonight', 'weekend']"
233,01DPGVQXPMV44THE1FEPS8WMFS,"['daytonight', 'weekend']"
234,01DT0DJCFRF3P8N1KVNJX771GG,"['nightout', 'daytonight', 'weekend']"
235,01DT37DJVBDP6796WQP3EGAAJM,"['work', 'daytonight', 'weekend']"
236,01DT517464PBJSVM03ZR8FPDR6,"['daytonight', 'weekend']"
237,01DPKNAXXK774YWVKC4XQCCEXA,"['work', 'daytonight', 'weekend']"
238,01DSP42D5VZS96D4G6BJTGB797,"['daytonight', 'weekend']"
239,01DPKNJA2K022V3KP077611MKC,"['daytonight', 'weekend']"
240,01DT0DJH0G3NX1VGEQW3GFH4CG,"['work', 'daytonight', 'weekend']"
241,01DT0DJEM4QH9KS3V0RGAYKVFS,"['daytonight', 'weekend']"
242,01DT0DJA1EAB4Y6FW6K3CBHT3R,['weekend']
243,01DT0DK8GB28P5SPS3YFZG502J,"['daytonight', 'weekend']"
244,01DT0DKNPKDG0641K39JRVJ5BK,"['nightout', 'daytonight', 'weekend']"
245,01DT0DKXSHFHGS21QPDD3VMCN0,"['daytonight', 'weekend']"
246,01DSEBAYXN6WHYX7ZNCFBH10JK,"['work', 'daytonight', 'weekend']"
247,01DPGT0E7WVPXS08E94KBYJ7MB,"['work', 'daytonight', 'weekend']"
248,01DS4560AAAFBFZZQ4G39JMFFX,"['daytonight', 'weekend']"
249,01DT2D3D3Z5VE6WNAQNR3K8H7A,"['nightout', 'daytonight', 'weekend']"
250,01DPGVEF7HJ2WP5J1HHS8THN5Y,"['daytonight', 'weekend']"
251,01DT37DHRWRS79KSNBRG7X0Q6C,"['work', 'daytonight', 'weekend']"
252,01DT37DGWQAVWQSH2PGM9HJ2EH,"['work', 'daytonight', 'weekend']"
253,01DS48PYMWDQ10H1SN6GJZMV2D,"['work', 'daytonight', 'weekend']"
254,01DT37DETXZMS0J103A3D67X52,"['daytonight', 'weekend']"
255,01DT37DMZECVHJ6917MNNTVE2B,"['daytonight', 'weekend']"
256,01DT512PKX25MV3A47WJSW94CD,"['work', 'daytonight', 'weekend']"
257,01DT519W15KFEKC3Z4HPEZPKC9,"['daytonight', 'weekend']"
258,01DS3SDR56BFECA6Q6YETRAWYH,"['work', 'nightout', 'daytonight', 'weekend']"
259,01DVA57VPXY3KR2H9Q0W4SGGSP,"['work', 'nightout', 'daytonight', 'weekend']"
260,01DS4A7MN84ATEDG9VZAYY3VT5,"['work', 'daytonight', 'weekend']"
261,01DVCRT1EENW5BEPBR8FJ4TPN8,"['nightout', 'daytonight', 'weekend']"
262,01DS3YGC7T9CQZ285A73DAA9FH,"['daytonight', 'weekend']"
263,01DS4AQS8QH8BBBK1EWRWHG112,"['daytonight', 'weekend']"
264,01DS1AC098SQ6A0KNER6H2G6XS,"['work', 'nightout', 'daytonight', 'weekend']"
265,01DS3SXQWCABE5EBP91QKFRY7C,"['daytonight', 'weekend']"
266,01DS4AZZ0NG7EY3WB6E6Y3KATY,"['work', 'daytonight', 'weekend']"
267,01DPH1Q9NGT2S3SJ0W8H83HKBW,"['work', 'daytonight', 'weekend']"
268,01DS463N1A7GDEVKW87WB2W2P3,"['work', 'daytonight', 'weekend']"
269,01DS3NJY966TNMK4X420K25RQS,"['work', 'daytonight']"
270,01DS1BTV804QFC91G3R9Q7D792,"['daytonight', 'weekend']"
271,01DPH1J6F9GQBG1ZK19JFYCV51,"['daytonight', 'weekend']"
272,01DS3NXMEVAP7XQZWRFRVN3G75,"['work', 'daytonight', 'weekend']"
273,01DS1CGC6N8HT8MHW796AF6QXB,"['work', 'daytonight', 'weekend']"
274,01DS4BGJM4GFWAZ69BNP6R7JW5,"['nightout', 'daytonight', 'weekend']"
275,01DPH1HNYT4T32YBDPFXVR7KVK,"['daytonight', 'weekend']"
276,01DS3P12499SWPVST023XTH1ZS,"['nightout', 'daytonight', 'weekend']"
277,01DSED10KK3TMJ3QAV64DC3AFR,"['work', 'daytonight']"
278,01DPH0X7MM43DCK1T08DNR8AK2,"['daytonight', 'vacation', 'weekend']"
279,01DS3TS6K87REDWH70ZYKF0R1A,"['work', 'nightout', 'daytonight', 'weekend']"
280,01DPGYAW631JZ5B1CR95DRF000,"['daytonight', 'weekend']"
281,01DS3TZJ6M8BZQF7436CKKKXMV,"['daytonight', 'weekend']"
282,01DS5PD6Q5SK7HK7G62TTFXD0F,"['daytonight', 'weekend']"
283,01DS472ETYF0RWZ68HKM3RZPH7,"['work', 'nightout', 'daytonight', 'weekend']"
284,01DS1EPBHYZK10A2CMRE7BWYMP,"['daytonight', 'weekend']"
285,01DS3PM83MHR8W8KFZC1XYANZM,"['work', 'daytonight', 'weekend']"
286,01DS1ETFG6WZMQH3QV1RF3NGGG,"['work', 'daytonight', 'weekend']"
287,01DS1FN1P6Y3T38MRBVF2BCMVK,"['work', 'daytonight']"
288,01DS3RNWWJAMAEHJ04CBPTEP3B,"['nightout', 'daytonight', 'weekend']"
289,01DS3VFJPNCC9BGEK9JKW826YZ,"['daytonight', 'weekend']"
290,01DS3PXSVX8ZAG2NTEVHHCWPAM,"['daytonight', 'weekend']"
291,01DS1GBARXN5MJ42NRZP9B1JZK,"['daytonight', 'vacation', 'weekend']"
292,01DPGV4P9Q64D12BEW3CNK5VFP,"['work', 'daytonight', 'weekend']"
293,01DPGZH8NYJ53ETFXSFZQRG45B,"['work', 'daytonight', 'weekend']"
294,01DPH1KEJ4PV4B7YGDBJPG27B0,"['daytonight', 'weekend']"
295,01DS3VXMD8HXR4BH734ZCHCHNX,"['work', 'weekend']"
296,01DPH0BV5FW777ESN7N85CAHRF,"['work', 'nightout', 'daytonight', 'weekend']"
297,01DPGV4YRP3Z8J85DASGZ1Y99W,"['daytonight', 'weekend']"
298,01DPH00ZKQ0WWMKFQ4R48P2PT9,"['work', 'daytonight', 'weekend']"
299,01DPGV74AR5GXBVYEZB86TS9PE,"['daytonight', 'weekend']"
300,01DPGZC9EM91ZDK41SZ388T90T,"['daytonight', 'weekend']"
301,01DPGVENJ4DK9VAWAW5G8TH5AR,"['work', 'daytonight', 'weekend']"
302,01DPGVCKPF8T4PQKFHV2TY8HHG,"['daytonight', 'weekend']"
303,01DPGYXR5ZARH55CJSDJEYVRFZ,"['work', 'daytonight']"
304,01DPGVFN6NS24XFG1MJ2HJKNGR,"['daytonight', 'weekend']"
305,01DS1HQQRQGAXPJRB193AD9E13,"['nightout', 'daytonight', 'weekend']"
306,01DPGV9H71T38N538ND3S5NSMC,"['work', 'daytonight', 'weekend']"
307,01DPGXQK6X548ARKQT5J0JTZGS,"['work', 'daytonight', 'weekend']"
308,01DPGXF9VG7ZCA0QNSD0AQ1N6T,"['work', 'daytonight', 'weekend']"
309,01DPGX7WBBE4PDWY4GVZ67WJS1,"['daytonight', 'vacation', 'weekend']"
310,01DPGX3HW860FEW1MC79RMW623,"['work', 'daytonight', 'weekend']"
311,01DPGWWE56777EGER33TKY9FP7,"['nightout', 'vacation', 'weekend']"
312,01DPGVQYVFSBEP5RK51CZTK5YB,"['work', 'nightout', 'daytonight', 'weekend']"
313,01DPGVQSJ329NA1K04NPB3CQRR,"['work', 'daytonight', 'weekend']"
